%ERMIS  Ozone Retrival 
%Location: Izaña - ES [28.31, 16.50]
%Config: Detector:S101411109-OS4, Offset:-200, SphericalMirror:F#100, GratingPosition:11769
%Spectral Filter: UG11
%Stray Light Correction: none
%Response Function: ERMIS_RES_strlIn_simpleOut.mat
%Dark Correction: DarkEndofDay_Stat_20160911_20160924.mat adjusted
%DSP: ERMIS_dsp_IZANA.mat
%Fitting  interval: 312-325nm
%REF: D:/ERMIS/QDOAS/Direct/DARK_Stat/UV/2016/ERMIS_UV_UG11_2592016_751_o3.ref
%Calibration: 311-399nm,11,1,1,.25nm,.27nm
%Ozone XS: O3_Bass_Paur,223K
%Data producer: Natalia Kouremeti, Natalia.Kouremeti@pmodwrc.ch
%Data Version:1.0
%
yyyy mm dd MM HH SS AMF OZONE(DU) Un_OZONE(DU)
2016    9   12    7   54 40.9824  4.0416  285.9793 2.0045
2016    9   12    8   17 4.1914  3.0720  289.5956 1.4332
2016    9   12    8   34 47.5853  2.5860  290.3238 1.5032
2016    9   12    8   51 39.5885  2.2544  289.6471 1.0756
2016    9   12    9    7 16.1990  2.0220  290.7357 1.1495
2016    9   12    9   25 45.4195  1.8100  293.1467 1.9253
2016    9   12    9   41 57.8170  1.6648  291.4614 1.5809
2016    9   12    9   59 30.6010  1.5389  294.3916 2.1910
2016    9   12   10   20 15.0029  1.4217  295.5727 3.4179
2016    9   12   10   39 23.7773  1.3368  291.8433 2.2786
2016    9   12   10   56 16.9728  1.2764  294.6007 1.8281
2016    9   12   11   14 52.0224  1.2228  295.0114 3.4886
2016    9   12   11   32 27.5136  1.1827  295.5457 1.4504
2016    9   12   11   51 46.4832  1.1486  295.2272 1.2226
2016    9   12   14   16 24.3955  1.1551  294.9153 2.0803
2016    9   12   16   30 16.3296  1.7350  308.2851 10.5802
2016    9   12   16   49 26.9760  1.9322  306.6802 5.7013
2016    9   12   17    8 38.3424  2.1950  307.0609 5.3565
2016    9   12   17   27 48.9888  2.5564  309.4289 5.3608
2016    9   12   17   47 51.0000  3.1053  297.7170 7.9165
2016    9   13   10   42 32.1984  1.3282  284.7129 1.4700
2016    9   13   10   59 22.0070  1.2700  286.3062 1.3160
2016    9   13   11   16 8.9990  1.2228  285.0304 1.3947
2016    9   13   11   34 9.0336  1.1824  285.1634 0.9880
2016    9   13   14   38 34.0224  1.2024  286.9042 1.1041
2016    9   13   14   55 34.5965  1.2453  286.7472 1.4314
2016    9   13   15   12 40.1990  1.2988  286.3064 1.4513
2016    9   13   15   29 36.7987  1.3639  287.6172 2.2243
2016    9   13   15   48 4.6022  1.4518  292.0156 2.5137
2016    9   13   16    6 17.5104  1.5601  289.4852 2.5677
2016    9   13   16   24 19.2038  1.6949  289.0456 1.0566
2016    9   13   16   41 11.9846  1.8543  287.7422 1.1921
2016    9   13   16   57 11.8023  2.0457  289.9291 1.1364
2016    9   13   17   12 45.9936  2.2839  286.7861 0.9034
2016    9   13   17   27 53.5910  2.5853  287.4026 1.2166
2016    9   13   17   43 37.9949  3.0071  288.4741 1.3117
2016    9   13   18    0 34.6118  3.6576  287.6628 1.4272
2016    9   14    7   49 14.9952  4.4344  283.7986 1.4013
2016    9   14    8    4 53.0055  3.5750  286.8414 1.2112
2016    9   14    8   20 12.5952  3.0023  285.3360 1.6455
2016    9   14    8   34 58.8000  2.6047  284.6712 1.2039
2016    9   14    8   50 34.1837  2.2913  287.0547 1.2466
2016    9   14    9    7 24.1997  2.0349  285.4759 1.3241
2016    9   14    9   25 37.0042  1.8235  284.3530 1.2658
2016    9   14    9   44 22.5888  1.6560  287.5688 2.4750
2016    9   14   10    2 13.4131  1.5308  283.9634 1.2683
2016    9   14   10   19 10.3930  1.4352  283.6466 1.4785
2016    9   14   10   36 8.1850  1.3574  283.7709 1.3219
2016    9   14   10   52 7.0176  1.2972  284.4692 1.3647
2016    9   14   11    7 32.9664  1.2492  285.3018 1.6999
2016    9   14   11   23 28.3949  1.2085  285.3391 1.3649
2016    9   14   11   38 4.0416  1.1781  285.1846 0.9499
2016    9   14   14   18 12.6720  1.1669  286.3629 1.1387
2016    9   14   16    4 56.0352  1.5605  290.6190 4.7097
2016    9   14   16   23 33.2736  1.6999  290.7294 4.8651
2016    9   14   17    1 48.0058  2.1286  290.2332 3.9182
2016    9   14   17   20 57.9984  2.4622  290.0164 3.6327
2016    9   14   17   52 40.1894  3.3682  287.6554 1.1240
2016    9   14   18    8 8.7821  4.1164  287.5031 1.2701
2016    9   15    7   57 42.9926  3.9509  283.7505 1.3689
2016    9   15    8   15 47.4768  3.1642  283.5129 1.1239
2016    9   15    8   30 34.0013  2.7242  283.0654 1.0377
2016    9   15    8   45 48.8045  2.3878  285.6319 1.5703
2016    9   15    9    2 41.6026  2.1077  285.3761 1.3180
2016    9   15    9   18 5.9616  1.9105  282.5071 0.6653
2016    9   15    9   37 35.0054  1.7174  288.1592 1.4548
2016    9   15    9   55 39.9648  1.5783  285.7113 1.2460
2016    9   15   10   12 40.2106  1.4739  284.6814 1.0442
2016    9   15   10   35 41.0208  1.3631  283.7999 0.9166
2016    9   15   10   51 7.1770  1.3043  284.2187 1.0045
2016    9   15   11    6 37.1866  1.2554  283.7793 1.1610
2016    9   15   11   22 27.9840  1.2143  283.6989 1.0549
2016    9   15   11   38 22.9632  1.1809  284.4278 1.2504
2016    9   15   14   16 51.4992  1.1691  283.6835 1.0034
2016    9   15   14   32 24.0058  1.1987  283.9847 0.8376
2016    9   15   14   47 37.5994  1.2346  282.6956 0.9381
2016    9   15   15    2 28.8154  1.2771  281.8455 0.8532
2016    9   15   15   17 20.2042  1.3282  282.5165 1.1682
2016    9   15   15   32 11.4029  1.3893  282.1289 0.8439
2016    9   15   15   48 10.3911  1.4685  282.2793 1.1951
2016    9   15   16    4 3.6077  1.5642  282.5968 1.0049
2016    9   15   16   20 39.8170  1.6872  285.6453 1.7516
2016    9   15   16   38 20.8090  1.8520  281.4528 1.0309
2016    9   15   16   56 25.3882  2.0699  284.7563 1.1680
2016    9   15   17   13 13.2096  2.3364  284.3062 1.0798
2016    9   15   17   29 40.7962  2.6858  282.6599 1.0600
2016    9   15   17   44 30.7853  3.1142  284.2748 1.0831
2016    9   15   17   59 18.7872  3.7100  284.5146 1.1792
2016    9   16    7   51 58.9824  4.3183  279.0686 1.3457
2016    9   16    8    9 49.5000  3.4065  282.5521 1.0295
2016    9   16    8   24 42.9927  2.8969  282.4560 1.0301
